"tollbooth_id","tollbooth_name","way","strech_id"
386,"atitalaquia",,642
386,"atitalaquia",,655
386,"atitalaquia",,667
386,"atitalaquia",,682
386,"atitalaquia",,696
386,"atitalaquia",,711
386,"atitalaquia",,726
387,"atitalaquia",,613
387,"atitalaquia",,596
387,"atitalaquia",,579
387,"atitalaquia",,560
387,"atitalaquia",,546
387,"atitalaquia",,532
388,"calpulalpan",,703
388,"calpulalpan",,701
388,"calpulalpan",,700
388,"calpulalpan",,698
388,"calpulalpan",,697
388,"calpulalpan",,696
388,"calpulalpan",,695
388,"calpulalpan",,694
388,"calpulalpan",,693
388,"calpulalpan",,692
388,"calpulalpan",,691
388,"calpulalpan",,690
388,"calpulalpan",,689
389,"calpulalpan",,718
389,"calpulalpan",,732
390,"calpulalpan",,687
390,"calpulalpan",,671
390,"calpulalpan",,652
390,"calpulalpan",,633
390,"calpulalpan",,739
390,"calpulalpan",,617
390,"calpulalpan",,601
390,"calpulalpan",,586
390,"calpulalpan",,571
390,"calpulalpan",,554
390,"calpulalpan",,540
390,"calpulalpan",,526
391,"nuevo necaxa",,138
392,"nuevo necaxa",,138
393,"pachuca",,644
393,"pachuca",,646
393,"pachuca",,647
393,"pachuca",,648
393,"pachuca",,649
393,"pachuca",,651
393,"pachuca",,653
393,"pachuca",,655
393,"pachuca",,656
393,"pachuca",,657
393,"pachuca",,658
393,"pachuca",,654
393,"pachuca",,652
393,"pachuca",,650
393,"pachuca",,645
394,"pachuca",,529
394,"pachuca",,543
394,"pachuca",,557
394,"pachuca",,574
394,"pachuca",,591
394,"pachuca",,606
394,"pachuca",,624
394,"pachuca",,745
394,"pachuca",,640
394,"pachuca",,672
394,"pachuca",,685
394,"pachuca",,700
394,"pachuca",,714
394,"pachuca",,729
395,"tejocotal",,135
396,"tejocotal",,136
397,"tejocotal",,137
398,"tejocotal",,137
399,"tejocotal",,137
400,"tejocotal",,136
401,"tula i",,612
401,"tula i",,609
401,"tula i",,607
401,"tula i",,608
401,"tula i",,604
401,"tula i",,602
402,"tula i",,612
402,"tula i",,606
402,"tula i",,607
402,"tula i",,608
402,"tula i",,604
402,"tula i",,602
403,"tula i",,613
403,"tula i",,611
403,"tula i",,610
403,"tula i",,606
403,"tula i",,605
403,"tula i",,603
403,"tula i",,601
403,"tula i",,600
403,"tula i",,599
404,"tula i",,598
404,"tula i",,580
404,"tula i",,562
404,"tula i",,547
404,"tula i",,533
405,"tula i",,613
405,"tula i",,611
405,"tula i",,610
405,"tula i",,606
405,"tula i",,605
405,"tula i",,603
405,"tula i",,601
405,"tula i",,600
405,"tula i",,599
406,"tula i",,598
406,"tula i",,580
406,"tula i",,562
406,"tula i",,547
406,"tula i",,533
407,"tula i",,628
407,"tula i",,747
407,"tula i",,641
407,"tula i",,653
407,"tula i",,666
407,"tula i",,680
407,"tula i",,695
407,"tula i",,710
407,"tula i",,725
408,"tula i",,628
408,"tula i",,747
408,"tula i",,641
408,"tula i",,653
408,"tula i",,666
408,"tula i",,680
408,"tula i",,695
408,"tula i",,710
408,"tula i",,725
409,"tula ii",,612
409,"tula ii",,625
409,"tula ii",,746
409,"tula ii",,639
409,"tula ii",,651
409,"tula ii",,665
409,"tula ii",,679
409,"tula ii",,694
409,"tula ii",,709
409,"tula ii",,724
410,"tula ii",,597
410,"tula ii",,595
410,"tula ii",,594
410,"tula ii",,590
410,"tula ii",,589
411,"tula ii",,581
411,"tula ii",,564
411,"tula ii",,548
411,"tula ii",,534
412,"tula ii",,598
412,"tula ii",,596
412,"tula ii",,593
412,"tula ii",,592
412,"tula ii",,591
412,"tula ii",,588
412,"tula ii",,587
412,"tula ii",,586
412,"tula ii",,585
412,"tula ii",,584
413,"acatic",,1415
414,"acatic",,210
415,"acatic",,1415
416,"acatic",,210
417,"acatlan ii",,375
418,"arenal",,380
419,"chapala","chapala-santa cecilia",371
420,"encarnacion de diaz",,195
420,"encarnacion de diaz",,196
421,"jalostotitlan",,202
422,"jalostotitlan",,204
423,"jalostotitlan",,201
424,"jalostotitlan",,204
425,"jalostotitlan",,202
426,"jalostotitlan",,203
427,"jalostotitlan",,203
428,"jalostotitlan",,205
429,"jalostotitlan",,201
430,"la sauceda",,1413
431,"lagos de moreno",,216
432,"libramiento guadalajara",,369
433,"libramiento sur guadalajara (la laja)",,370
434,"libramiento sur guadalajara (la laja)",,370
435,"libramiento sur guadalajara (macrolibramiento)",,363
436,"libramiento sur guadalajara (macrolibramiento)",,363
437,"ocotlan",,296
437,"ocotlan",,288
438,"ocotlan",,285
439,"ocotlan",,296
439,"ocotlan",,288
440,"plan de barracas",,382
441,"plan de barracas",,382
442,"san francisco de rivas",,1414
443,"san francisco de rivas",,1414
444,"san marcos ii",,378
445,"santa cecilia","santa cecilia-el arenal",372
445,"santa cecilia","santa cecilia-el arenal",373
445,"santa cecilia","santa cecilia-el arenal",374
446,"sayula","atoyac-cd. guzmán",376
447,"sayula remota","sayula-cd. guzmán",377
448,"tepatitlan",,207
449,"tepatitlan",,215
450,"tepatitlan",,206
451,"tepatitlan",,207
452,"tequila","tequila-magdalena",381
453,"union de san antonio",,192
454,"union de san antonio",,192
455,"zapotlan del rey",,1411
456,"zapotlan del rey",,1412
457,"zapotlan del rey",,
458,"zapotlan del rey",,1411
459,"zapotlanejo",,363
459,"zapotlanejo",,364
459,"zapotlanejo",,357
459,"zapotlanejo",,358
459,"zapotlanejo",,359
459,"zapotlanejo",,360
459,"zapotlanejo",,361
459,"zapotlanejo",,362
460,"zapotlanejo (arroyo de enmedio)",,368
461,"zapotlanejo (arroyo de enmedio)",,368
462,"zapotlanejo (el cortijo)",,366
463,"zapotlanejo (el cortijo)",,366
464,"zapotlanejo (el vado)",,365
465,"zapotlanejo (el vado)",,365
466,"zapotlanejo (la joya)",,
467,"zapotlanejo (la joya)",,
468,"zapotlanejo (periferico)",,367
469,"zapotlanejo (periferico)",,367
470,"auxiliar zirahuen",,308
471,"capula (cuto)",,305
472,"chapultepec morelia",,306
473,"contepec","venta de bravo-maravatío",271
474,"cuitzeo",,1058
475,"cuitzeo",,
476,"cuitzeo",,
477,"cuitzeo",,1058
478,"ecuandureo",,282
478,"ecuandureo",,284
479,"ecuandureo",,281
480,"ecuandureo",,282
480,"ecuandureo",,284
481,"ecuandureo-vista hermosa",,283
482,"ecuandureo-vista hermosa",,283
483,"huaniqueo",,279
484,"huaniqueo",,279
485,"jerahuaro",,275
486,"jerahuaro",,275
487,"la piedad",,299
488,"las cañas",,316
489,"las cañas",,316
490,"morelia-aeropuerto1",,303
491,"morelia-aeropuerto2",,304
492,"panindicuaro",,277
493,"panindicuaro",,280
493,"panindicuaro",,279
494,"panindicuaro",,278
495,"puente albatros",,
496,"puente ignacio chavez",,
497,"san angel zurumicapio",,309
498,"santa casilda",,314
498,"santa casilda",,315
499,"santa casilda",,313
500,"taretan",,311
500,"taretan",,312
501,"taretan",,310
502,"zamora",,298
503,"zinapecuaro",,272
504,"zinapecuaro",,274
504,"zinapecuaro",,273
505,"zinapecuaro",,274
505,"zinapecuaro",,273
506,"zinapecuaro-copandaro",,276
507,"zinapecuaro-cuto",,276
508,"zirahuen",,307
509,"aeropuerto",,341
510,"aeropuerto",,341
511,"alpuyeca (puente de ixtla)",,344
512,"alpuyeca balnearios",,344
513,"el higueron",,8
514,"el higueron",,9
515,"el higueron",,9
516,"el higueron",,10
517,"el higueron",,10
518,"emiliano zapata",,340
519,"emiliano zapata",,340
520,"emiliano zapata",,340
521,"emiliano zapata",,340
522,"ing. francisco velazco duran",,343
523,"oacalco",,330
523,"oacalco",,331
524,"oacalco",,332
524,"oacalco",,333
524,"oacalco",,338
524,"oacalco",,339
525,"oaxtepec",,335
525,"oaxtepec",,337
526,"oaxtepec",,336
527,"oaxtepec",,334
528,"oaxtepec",,332
528,"oaxtepec",,333
528,"oaxtepec",,338
528,"oaxtepec",,339
529,"tepoztlan",,323
529,"tepoztlan",,324
529,"tepoztlan",,325
529,"tepoztlan",,326
529,"tepoztlan",,327
529,"tepoztlan",,328
529,"tepoztlan",,329
530,"tepoztlan bis",,322
531,"tres marias",,321
532,"xochitepec","cuernavaca-xochitepec",342
533,"acaponeta",,399
534,"acaponeta",,400
535,"amado nervo",,390
536,"amado nervo",,391
537,"bucerias",,1038
537,"bucerias",,1039
537,"bucerias",,1048
537,"bucerias",,1050
538,"bucerias",,
539,"compostela",,393
540,"compostela",,389
541,"estacion ruiz",,397
542,"estacion ruiz",,398
543,"florida",,
543,"florida",,1047
543,"florida",,1040
543,"florida",,1042
543,"florida",,1056
543,"florida",,1041
544,"la cantera","san cayetano-trapichillo",386
545,"la peñita",,1045
545,"la peñita",,1046
545,"la peñita",,1051
545,"la peñita",,1052
545,"la peñita",,1054
545,"la peñita",,1055
545,"la peñita",,1053
545,"la peñita",,1043
546,"la peñita",,
547,"san blas","tepic-san blas",387
547,"san blas","tepic-san blas",388
548,"santa maria del oro",,385
548,"santa maria del oro",,384
549,"santa maria del oro",,384
549,"santa maria del oro",,385
550,"santa maria del oro",,383
551,"tequepexpan",,
552,"tequepexpan",,
553,"trapichillo","tepic-san blas",395
554,"trapichillo bis",,394
555,"trapichillo bis",,394
556,"trapichillo bis",,394
557,"vallarta",,1036
557,"vallarta",,1037
557,"vallarta",,1057
557,"vallarta",,1049
558,"vallarta",,
559,"yago",,396
560,"yago",,396
561,"yago",,396
562,"yago",,396
563,"agua leguas",,480
563,"agua leguas",,484
564,"agua leguas",,480
564,"agua leguas",,485
565,"agualeguas",,480
565,"agualeguas",,485
566,"agualeguas",,480
566,"agualeguas",,484
567,"apodaca",,468
568,"apodaca",,469
569,"apodaca",,470
570,"apodaca",,470
571,"apodaca",,470
572,"apodaca",,469
573,"apodaca",,470
574,"cadereyta",,473
575,"cadereyta",,476
576,"doctor cross",,492
577,"doctor cross",,492
578,"general bravo",,486
579,"general bravo",,487
580,"general bravo",,487
581,"guadalupe",,474
582,"guadalupe",,475
583,"guadalupe",,475
585,"juarez",,471
586,"libramiento los herrera",,
587,"lincon",,464
588,"lincon",,464
589,"lincon",,465
590,"lincon",,466
591,"lincon",,467
592,"lincon",,465
593,"lincon",,467
594,"lincon",,463
595,"los chorros","puerto méxico-ent. carbonera",460
596,"los herrera",,489
597,"los herrera",,488
598,"los herrera",,489
599,"los herrera",,488
600,"los ramones",,491
601,"los ramones",,490
602,"los ramones",,490
602,"los ramones",,495
603,"los ramones",,491
604,"paras",,482
605,"paras",,481
606,"paras",,481
607,"periferico",,455
608,"periferico",,454
608,"periferico",,457
608,"periferico",,458
609,"periferico",,456
610,"periferico",,455
611,"periferico",,456
612,"puente colombia",,1358
613,"sabinas",,479
614,"barranca larga",,33
615,"caracol",,51
616,"huitzo",,30
617,"huitzo",,32
617,"huitzo",,31
618,"huitzo",,32
619,"huitzo",,30
620,"huitzo",,31
621,"ixtepec",,47
622,"ixtepec",,46
623,"ixtepec",,48
623,"ixtepec",,47
624,"ixtepec",,48
625,"mitla",,43
626,"mitla",,42
627,"mitla",,43
628,"papaloapan",,52
629,"suchixtlahuaca",,28
630,"suchixtlahuaca",,29
631,"suchixtlahuaca",,29
632,"tehuantepec",,44
633,"tehuantepec",,45
634,"ventanilla",,34
635,"amazoc-perote (amozoc)",,54
636,"amozoc",,11
637,"amozoc",,12
638,"amozoc",,13
639,"amozoc",,12
640,"amozoc",,13
641,"amozoc-perote (audi cuapiaxtla a1 y a2)",,62
641,"amozoc-perote (audi cuapiaxtla a1 y a2)",,63
641,"amozoc-perote (audi cuapiaxtla a1 y a2)",,64
642,"amozoc-perote (audi cuapiaxtla)",,62
642,"amozoc-perote (audi cuapiaxtla)",,63
642,"amozoc-perote (audi cuapiaxtla)",,64
643,"amozoc-perote (audi)",,62
643,"amozoc-perote (audi)",,63
643,"amozoc-perote (audi)",,64
644,"amozoc-perote (cantona)",,60
645,"amozoc-perote (cantona)",,59
646,"amozoc-perote (cantona)",,59
647,"amozoc-perote (cantona)",,58
648,"amozoc-perote (cantona)",,60
649,"atempan",,1409
650,"atempan",,1407
651,"atempan",,1407
652,"atempan",,1408
653,"atlixco",,1336
654,"atlixco sur",,1336
655,"el piñal",,139
656,"el seco",,16
657,"el seco",,14
658,"el seco",,16
659,"el seco aux. 1",,15
660,"el seco aux. 2",,15
661,"esperanza",,19
662,"esperanza",,17
663,"esperanza",,18
664,"huejotzingo",,1339
665,"libramiento elevado de puebla - carmen serdan ent.",,796
666,"libramiento elevado de puebla - carmen serdan salida",,
667,"libramiento elevado de puebla - cuahutemoc",,792
668,"libramiento elevado de puebla - hermanos serdan ent.",,795
669,"libramiento elevado de puebla - hermanos serdan salida",,
670,"libramiento elevado de puebla - periferico",,789
671,"libramiento elevado de puebla - santa ana ent.",,797
672,"libramiento elevado de puebla - santa ana salida",,
673,"miahuatlan",,27
674,"miahuatlan",,27
675,"miahuatlan",,27
676,"michac",,1340
677,"michac",,1341
678,"nuevo necaxa",,
679,"payuca",,1405
680,"san marti puebla",,4
681,"san martin texmelucan",,734
682,"san martin texmelucan",,719
682,"san martin texmelucan",,720
682,"san martin texmelucan",,721
682,"san martin texmelucan",,722
682,"san martin texmelucan",,723
682,"san martin texmelucan",,724
682,"san martin texmelucan",,725
682,"san martin texmelucan",,726
682,"san martin texmelucan",,728
682,"san martin texmelucan",,727
682,"san martin texmelucan",,729
682,"san martin texmelucan",,730
682,"san martin texmelucan",,731
682,"san martin texmelucan",,732
682,"san martin texmelucan",,733
683,"san martin texmelucan",,524
683,"san martin texmelucan",,538
683,"san martin texmelucan",,552
683,"san martin texmelucan",,569
683,"san martin texmelucan",,584
683,"san martin texmelucan",,599
683,"san martin texmelucan",,614
683,"san martin texmelucan",,735
683,"san martin texmelucan",,629
683,"san martin texmelucan",,645
683,"san martin texmelucan",,664
683,"san martin texmelucan",,681
683,"san martin texmelucan",,699
683,"san martin texmelucan",,716
684,"san martin texmelucan",,734
685,"tehuacan",,26
686,"tehuacan",,26
687,"tehuacan",,26
688,"via atlixcayotl",,1337
689,"villa frontera",,793
690,"zaragoza",,1406
691,"amealco i",,828
691,"amealco i",,830
691,"amealco i",,832
691,"amealco i",,833
691,"amealco i",,831
691,"amealco i",,829
692,"apaseo el alto",,810
692,"apaseo el alto",,813
692,"apaseo el alto",,812
692,"apaseo el alto",,811
692,"apaseo el alto",,814
692,"apaseo el alto",,815
693,"apaseo el grande",,809
693,"apaseo el grande",,807
693,"apaseo el grande",,806
693,"apaseo el grande",,805
693,"apaseo el grande",,808
694,"atlacomulco",,799
694,"atlacomulco",,801
694,"atlacomulco",,803
694,"atlacomulco",,804
694,"atlacomulco",,800
694,"atlacomulco",,802
695,"chichimequillas","t. c.aut. méx-qro-t. c.qro-slp",224
696,"coroneo",,817
696,"coroneo",,820
696,"coroneo",,821
696,"coroneo",,818
696,"coroneo",,816
696,"coroneo",,819
697,"huimilpan",,822
697,"huimilpan",,826
697,"huimilpan",,827
697,"huimilpan",,823
697,"huimilpan",,825
697,"huimilpan",,824
698,"libramiento sur poniente queretaro",,166
699,"libramiento sur poniente queretaro",,167
700,"libramiento sur poniente queretaro",,166
701,"libramiento sur poniente queretaro",,167
702,"palmillas",,162
703,"palmillas bis",,163
704,"palmillas bis",,163
705,"queretaro",,165
706,"felipe carrillo puerto",,1389
707,"felipe carrillo puerto aux. 1",,1390
708,"felipe carrillo puerto aux. 2",,1391
709,"calderon (villa de arriaga)",,859
709,"calderon (villa de arriaga)",,863
710,"cerritos (cemosa-san luis potosi)",,234
710,"cerritos (cemosa-san luis potosi)",,235
711,"cerritos (cerritos-rioverde)",,228
712,"cerritos (charco blanco-rioverde-charco blanco)",,227
713,"cerritos (charco blanco-slp-charco blanco)",,230
714,"cerritos (rioverde-cemosa)",,234
714,"cerritos (rioverde-cemosa)",,235
715,"cerritos (san luis potosi-cemosa)",,235
716,"cerritos (san luis-cerritos-san luis)",,229
717,"cerritos (san luis-charco blanco-san luis)",,230
718,"cerritos (san luis-rio verde)",,225
719,"la calera",,238
720,"la calera",,240
721,"la calera",,239
722,"la calera",,240
723,"la calera",,239
724,"la hincada buenavista",,1410
725,"la pitahaya",,783
725,"la pitahaya",,786
725,"la pitahaya",,788
726,"libramiento arco norte san luis potosi",,218
727,"libramiento matehuala",,462
728,"libramiento oriente san luis potosi",,222
729,"libramiento oriente san luis potosi",,223
730,"libramiento poniente san luis potosi",,220
731,"libramiento poniente san luis potosi",,219
732,"logistik",,857
733,"logistik",,849
734,"rayon",,782
735,"san felipe",,854
735,"san felipe",,858
736,"tamasopo",,787
737,"tamasopo",,787
738,"tamasopo",,785
739,"tamasopo",,785
740,"tambaca",,784
741,"tambaca",,787
741,"tambaca",,787
742,"tambaca",,784
743,"ventura-el peyote",,217
744,"villa juarez",,1400
745,"villa juarez",,1399
745,"villa juarez",,1400
746,"wtc ii",,860
747,"wtc ii",,869
748,"alhuey",,1392
749,"benito juarez-san blas",,1392
750,"benito juarez-san blas",,1392
751,"caimanero",,1392
752,"costa rica","ent. la cruz-costa rica",407
753,"culiacan",,
754,"el pisal",,1392
755,"el rosario",,401
756,"el rosario",,402
757,"la curva",,
758,"la curva",,
759,"la platanera",,
760,"las brisas",,1392
761,"libramiento san pedro",,
762,"marmol",,406
763,"mesillas",,426
764,"mesillas",,425
765,"mesillas",,427
766,"puente nacional culiacan",,412
767,"puente nacional sinaloa",,413
768,"puente san miguel","los mochis-estación don",1375
769,"quila",,410
770,"quila",,409
771,"quila",,410
772,"quila",,409
773,"san pedro-libramiento culhuacan",,411
774,"vainillo",,403
775,"vainillo",,404
775,"vainillo",,405
776,"esperanza",,418
777,"esperanza",,418
778,"esperanza hornos",,414
779,"esperanza hornos",,415
780,"esperanza hornos",,415
781,"estacion doctor",,1357
782,"estacion don",,416
783,"fundicion",,417
784,"guaymas","libramiento de guaymas",419
785,"hermosillo","hermosillo-ent.libramiento magdalena",420
786,"magdalena","libramiento de magdalena",421
787,"nogales","libramiento de nogales",1355
788,"sahuaripa",,424
788,"sahuaripa",,422
789,"sahuaripa",,424
789,"sahuaripa",,422
790,"sahuaripa",,423
791,"san luis rio colorado",,1338
792,"san luis rio colorado ii",,1356
793,"santa ana","santa ana-altar",1342
794,"grijalva",,89
795,"malpasito",,76
795,"malpasito",,75
796,"malpasito",,75
796,"malpasito",,76
797,"malpasito",,74
798,"nacajuca",,87
799,"nacajuca",,88
800,"nacajuca",,86
801,"nacajuca",,87
802,"nacajuca",,88
803,"sanchez magallanes",,84
803,"sanchez magallanes",,85
804,"sanchez magallanes",,84
804,"sanchez magallanes",,85
805,"sanchez magallanes",,83
806,"usumacinta",,90
807,"camargo",,508
808,"ignacio zaragoza (los tomates)",,501
809,"juarez-lincon",,505
810,"las flores",,510
811,"libramiento poniente tampico",,156
812,"libramiento poniente tampico",,158
813,"libramiento poniente tampico",,155
814,"lucio blanco","ent. san fernando-ent. monterrey",496
815,"matamoros",,512
816,"miguel aleman",,506
817,"nuevo laredo pinfra",,483
818,"nuevo progreso",,504
819,"nuevo progreso",,503
820,"nuevo progreso",,502
821,"puente anzalduas",,1359
822,"puente laredo i",,1367
823,"puente libre comercio",,1368
824,"puente nuevo laredo iii",,1369
825,"puente rio bravo-donna",,1373
826,"reynosa",,509
827,"reynosa phar",,500
828,"san fernando","providencias-t. c. reynosa-san fernando",497
828,"san fernando","providencias-t. c. reynosa-san fernando",498
829,"san juan",,507
830,"amozoc-perote (cuapiaxtla)",,56
831,"amozoc-perote (cuapiaxtla)",,57
832,"amozoc-perote (cuapiaxtla)",,56
833,"amozoc-perote (cuapiaxtla)",,57
834,"amozoc-perote (cuapiaxtla)",,55
835,"calpulalpan",,702
835,"calpulalpan",,699
836,"calpulalpan",,718
836,"calpulalpan",,732
837,"calpulalpan",,703
837,"calpulalpan",,701
837,"calpulalpan",,700
837,"calpulalpan",,698
837,"calpulalpan",,697
837,"calpulalpan",,696
837,"calpulalpan",,695
837,"calpulalpan",,694
837,"calpulalpan",,693
837,"calpulalpan",,692
837,"calpulalpan",,691
837,"calpulalpan",,690
837,"calpulalpan",,689
838,"san martin texmelucan",,7
839,"sanctorum",,716
840,"sanctorum",,733
841,"sanctorum",,718
841,"sanctorum",,717
841,"sanctorum",,715
841,"sanctorum",,714
841,"sanctorum",,713
841,"sanctorum",,712
841,"sanctorum",,711
841,"sanctorum",,710
841,"sanctorum",,709
841,"sanctorum",,708
841,"sanctorum",,707
841,"sanctorum",,706
841,"sanctorum",,705
841,"sanctorum",,704
842,"sanctorum",,702
842,"sanctorum",,686
842,"sanctorum",,669
842,"sanctorum",,650
842,"sanctorum",,631
842,"sanctorum",,736
842,"sanctorum",,615
842,"sanctorum",,600
842,"sanctorum",,585
842,"sanctorum",,570
842,"sanctorum",,553
842,"sanctorum",,539
842,"sanctorum",,525
843,"sanctorum",,716
844,"sanctorum",,718
844,"sanctorum",,717
844,"sanctorum",,715
844,"sanctorum",,714
844,"sanctorum",,713
844,"sanctorum",,712
844,"sanctorum",,711
844,"sanctorum",,710
844,"sanctorum",,709
844,"sanctorum",,708
844,"sanctorum",,707
844,"sanctorum",,706
844,"sanctorum",,705
844,"sanctorum",,704
845,"sanctorum",,733
846,"zacatelco",,1354
847,"zacatelco",,1354
848,"zacatelco",,1354
849,"zacatelco",,1354
850,"zacatelco ii",,1354
851,"acayucan (sayula)",,40
852,"acayucan (sayula)",,40
853,"acayucan (sayula)",,38
854,"acayucan (sayula)",,39
855,"allende",,41
856,"alvarado",,49
857,"amozoc-perote (perote)",,61
858,"antigua",,67
859,"cosamaloapan",,35
860,"cosamaloapan",,36
861,"cosamaloapan",,37
862,"cuitlahuac",,21
863,"cuitlahuac",,20
864,"cuitlahuac",,22
865,"dovali",,53
866,"dovali bis",,53
867,"fortin",,1378
867,"fortin",,1379
868,"las chopas",,71
869,"las chopas",,72
869,"las chopas",,73
870,"las vigas","perote-banderilla",65
871,"los gil","los gil-buenos aires",146
872,"miahuapan",,140
873,"miradores","banderilla-corral falso",66
874,"naranjos",,143
875,"naranjos",,145
876,"naranjos",,144
877,"naranjos",,143
878,"naranjos",,145
879,"nautla",,70
880,"paso del toro",,25
881,"paso del toro",,23
882,"paso del toro",,25
883,"paso del toro",,24
884,"paso del toro",,24
885,"plan del rio",,69
886,"puente coatzacoalcos","coatzacoalcos-nuevo teapa",
887,"puente el prieto",,1383
888,"puente jose lopez portillo",,1365
889,"puente nacional panuco",,159
890,"puente nacional tampico",,158
891,"puente tuxpan",,141
892,"puente tuxpan aux. 1 (tihuatlan)",,142
893,"puente tuxpan axu. 2 (tihuatlan)",,142
894,"refineria lazaro cardenas",,1371
895,"san julian",,68
896,"tecolutla",,154
897,"tlacotalpan",,50
898,"totomoxtle",,147
899,"totomoxtle ii",,149
900,"totomoxtle ii",,148
901,"totomoxtle ii",,150
902,"totomoxtle ii",,149
903,"vega de alatorre",,151
904,"vega de alatorre",,151
905,"vega de alatorre",,153
906,"vega de alatorre",,152
907,"vega de alatorre",,153
908,"chichen itza (valladolid)",,871
908,"chichen itza (valladolid)",,873
908,"chichen itza (valladolid)",,875
909,"chichen itza (valladolid)",,876
910,"chichen itza (valladolid)",,
911,"chichen itza (valladolid)",,872
911,"chichen itza (valladolid)",,874
911,"chichen itza (valladolid)",,876
911,"chichen itza (valladolid)",,877
912,"chichen itza (valladolid)",,875
913,"tintal",,882
913,"tintal",,888
913,"tintal",,880
914,"tintal",,884
914,"tintal",,881
915,"tintal",,
916,"tintal",,
917,"tintal",,879
917,"tintal",,886
917,"tintal",,883
918,"tintal",,
919,"tintal",,878
920,"tintal (playa del carmen)",,
921,"tintal (playa del carmen)",,887
921,"tintal (playa del carmen)",,889
921,"tintal (playa del carmen)",,885
922,"calera",,1417
923,"calera",,1416
924,"calera",,1387
925,"calera",,1416
926,"mofin chavez",,1386
927,"vetagrande",,1388
928,"vetagrande aux.1",,1388
929,"vetagrande aux.2",,1388
930,"zacatecas","ent. cuauhtémoc-ent. osiris",200
